junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,speed_limit,engine_capacity_(cc),vehicle_type,urban_or_rural_area,road_surface_conditions,time_range,accident_severity
7,3,8,32,5,30,1587,1,1,2,6,2
0,5,8,37,1,30,1587,11,1,1,20,2
0,5,8,37,1,30,1587,11,1,1,20,2
3,3,10,50,2,30,955,5,1,2,13,2
0,5,8,58,4,30,1587,1,1,1,12,2
6,4,8,40,4,30,1587,1,1,1,10,2
0,3,8,29,3,30,1587,4,2,1,12,2
3,3,10,32,7,30,883,5,1,1,14,2
6,3,4,27,6,30,125,3,1,1,22,2
3,3,4,35,7,30,1996,19,1,1,12,2
0,6,8,37,7,30,1587,8,1,1,3,2
6,3,1,22,7,30,114,3,1,1,20,2
6,3,1,22,7,30,114,3,1,1,20,2
0,5,8,51,4,30,1587,1,1,1,13,2
3,3,8,37,5,30,1587,3,1,1,11,2
6,6,7,77,2,30,1968,9,1,1,11,2
3,4,3,39,6,30,125,3,1,1,14,2
6,6,8,41,5,30,1587,1,1,2,8,2
0,3,1,51,6,30,3498,8,1,1,23,2
0,3,8,42,5,30,1587,1,1,1,21,2
6,6,8,52,3,30,1587,1,1,2,6,2
6,3,2,42,1,30,2179,8,1,1,17,2
3,5,8,37,6,30,1587,19,1,1,7,2
0,6,8,42,4,30,1587,1,1,1,9,2
1,3,8,37,2,30,1587,1,1,1,7,2
0,6,8,44,5,20,1587,19,1,1,11,2
0,3,8,28,1,30,1587,1,1,2,18,2
6,4,14,57,3,30,176,4,1,1,22,2
0,6,8,71,4,30,1587,1,1,1,11,2
3,3,8,63,6,30,1587,1,1,1,11,2
6,4,4,22,5,30,125,3,1,2,21,2
0,3,8,37,3,30,1587,1,1,1,15,2
6,3,3,21,4,30,124,3,1,2,0,2
6,3,8,52,3,30,1587,5,1,2,21,2
6,5,12,33,4,30,1796,9,1,1,17,2
6,5,12,33,4,30,1796,9,1,1,17,2
0,3,8,51,7,30,2143,9,1,1,3,2
3,3,8,37,4,30,1587,9,1,1,20,2
6,6,1,33,4,30,1998,9,1,1,9,2
6,3,8,26,4,30,1587,1,1,1,8,2
3,6,8,29,6,30,1587,4,1,2,15,2
3,6,13,56,3,30,599,5,1,1,12,2
6,3,8,36,1,30,1587,20,1,4,3,2
0,3,8,35,6,40,1587,1,1,1,6,2
3,3,3,35,2,30,4461,20,1,1,12,2
3,5,1,33,4,30,124,3,1,1,16,2
0,3,3,25,7,30,125,3,1,1,12,2
3,3,8,41,1,30,1587,9,1,1,0,2
3,3,8,41,1,30,1587,9,1,1,0,2
3,3,8,41,1,30,1587,9,1,1,0,2
9,3,8,40,7,30,1587,3,1,1,18,2
3,3,14,33,6,30,1598,9,1,1,16,2
6,3,8,27,3,30,1587,1,1,1,17,2
6,3,8,37,5,30,1587,5,1,1,17,2
3,4,8,38,4,30,1587,5,1,1,16,2
7,5,8,37,4,30,1587,1,1,1,14,2
3,3,2,42,7,30,847,5,1,1,8,2
3,3,8,27,6,30,124,3,1,1,0,2
0,3,8,32,6,30,1587,1,1,1,17,2
6,3,8,38,4,30,1587,9,1,2,16,2
6,3,8,38,4,30,1587,9,1,2,16,2
6,3,8,56,4,30,2499,8,1,2,16,2
0,6,3,30,5,30,109,3,1,1,18,2
3,4,8,27,5,30,2987,9,1,2,22,2
3,4,8,27,5,30,2987,9,1,2,22,2
3,3,8,37,6,30,1587,1,1,2,23,2
6,3,5,20,5,30,125,3,1,1,14,2
3,4,8,47,6,30,1587,3,1,1,8,2
6,4,9,18,6,30,2496,9,1,1,13,2
6,4,9,18,6,30,2496,9,1,1,13,2
6,6,2,33,7,30,1242,9,1,1,19,2
3,5,13,43,5,30,2402,8,1,1,20,2
0,3,1,35,2,30,696,5,1,1,18,2
0,3,1,35,2,30,696,5,1,1,18,2
0,3,8,35,3,30,1587,1,1,1,20,2
3,3,14,34,4,30,2171,9,1,1,17,2
3,3,16,73,4,30,2664,8,1,1,17,2
9,6,10,37,3,30,2402,19,1,1,19,2
0,5,8,19,6,30,1587,1,1,1,15,2
3,3,8,37,3,30,1587,9,1,1,10,2
0,6,8,40,6,30,1587,1,1,1,16,2
0,3,8,37,6,30,1587,3,1,1,11,2
3,5,8,27,7,30,1587,3,1,1,17,2
0,5,8,37,6,30,2500,19,1,1,18,2
6,4,3,21,2,30,108,4,1,1,20,2
0,3,2,31,1,30,125,4,1,1,4,2
0,3,8,49,7,30,1587,1,1,1,12,2
0,3,8,49,7,30,1587,1,1,1,12,2
3,6,1,40,3,30,108,3,1,2,19,2
0,3,16,62,2,30,8268,11,1,1,13,2
0,3,16,62,2,30,8268,11,1,1,13,2
0,3,16,62,2,30,8268,11,1,1,13,2
0,3,16,62,2,30,8268,11,1,1,13,2
0,3,16,62,2,30,8268,11,1,1,13,2
0,3,2,56,3,30,2198,19,1,1,13,2
7,3,10,37,3,30,1598,9,1,1,6,2
6,3,8,25,7,30,1587,1,1,1,10,2
3,3,8,37,7,30,1587,9,1,1,23,2
3,3,8,59,7,30,1560,9,1,1,1,2
0,3,8,43,6,30,1587,1,1,1,11,2
6,3,8,42,6,30,1587,1,1,1,22,2
3,3,8,30,5,30,1587,1,1,1,16,2
3,3,8,26,1,30,124,3,1,1,4,2
3,5,8,50,4,30,1497,9,1,1,11,2
0,6,7,72,3,20,1995,8,1,1,16,2
6,3,8,23,7,30,125,3,1,1,21,2
3,5,8,53,6,20,1587,1,1,1,19,2
7,3,8,58,6,30,6700,11,1,1,10,2
6,5,8,37,1,30,1587,8,1,1,1,2
3,3,1,44,4,30,4461,11,1,1,14,2
6,6,14,55,5,30,2295,9,1,1,9,2
0,3,8,52,7,30,1968,8,1,2,1,2
6,3,8,33,6,30,6700,21,1,1,12,2
6,3,8,33,6,30,6700,21,1,1,12,2
6,4,4,54,6,30,4461,20,1,1,9,2
0,3,5,53,4,30,9360,11,1,2,18,2
3,3,5,61,3,20,9360,11,1,2,7,2
3,3,6,27,7,30,108,3,1,1,23,2
3,5,6,58,1,20,1388,9,1,2,17,2
3,6,8,37,6,30,1587,9,1,1,23,2
1,3,8,37,1,30,1587,9,1,1,3,2
0,3,8,57,5,30,1587,1,1,2,17,2
0,3,5,42,2,30,125,4,1,1,9,2
6,6,8,53,6,30,1587,1,1,1,17,2
3,3,9,26,7,30,1598,9,1,1,0,2
3,3,1,23,7,30,750,5,1,1,0,2
6,4,8,32,3,20,1587,1,1,2,16,2
3,3,8,35,5,30,1587,1,1,1,10,2
3,3,10,37,6,30,3900,11,1,2,12,2
6,3,5,30,5,30,599,3,1,1,20,2
6,3,5,30,5,30,599,3,1,1,20,2
3,3,8,20,2,30,1587,1,1,1,11,2
9,3,8,44,1,30,1995,9,1,2,14,2
9,3,8,46,1,30,4806,9,1,2,14,2
3,3,11,37,4,30,2148,9,1,1,14,2
0,5,8,30,4,30,1587,1,1,1,9,2
6,3,8,46,6,30,1587,1,1,1,18,2
3,3,8,25,3,30,1587,1,1,1,18,2
3,3,8,17,4,30,1587,2,1,1,9,2
6,3,8,56,4,30,1587,3,1,1,18,2
3,5,2,40,7,30,1995,9,1,1,15,2
3,5,2,40,7,30,1995,9,1,1,15,2
3,5,2,40,7,30,1995,9,1,1,15,2
3,5,2,40,7,30,1995,9,1,1,15,2
3,3,2,30,5,30,107,3,1,1,18,2
3,3,7,52,1,30,1560,9,1,1,17,2
3,3,8,20,2,30,1587,1,1,1,14,2
3,4,8,36,7,20,1587,1,1,1,14,2
0,3,6,21,4,20,1995,9,1,1,12,2
6,4,8,55,5,30,1587,5,1,1,17,2
0,6,5,18,3,30,124,2,1,2,13,2
3,3,8,55,2,30,1587,1,1,1,18,2
0,3,8,44,5,20,1587,5,1,1,18,2
0,3,8,44,5,20,1587,5,1,1,18,2
3,3,8,37,6,30,1587,1,1,1,7,2
6,3,8,49,2,30,8970,21,1,1,11,2
3,5,5,34,4,30,124,3,1,2,7,2
6,3,4,41,2,30,124,3,1,1,22,2
3,3,4,40,2,20,1560,9,1,1,6,2
6,3,2,55,1,30,4760,11,1,1,2,2
0,6,8,29,6,30,1587,1,1,1,17,2
6,3,8,37,6,30,1587,1,1,1,16,2
3,3,7,37,1,20,244,3,1,1,17,2
3,5,8,28,3,30,1587,1,1,1,8,2
0,6,8,70,3,30,1587,90,1,1,13,2
3,3,8,40,5,20,1587,1,1,1,18,2
3,3,8,27,2,20,1587,1,1,1,19,2
3,4,8,58,6,30,1587,1,1,1,18,2
0,3,8,25,5,30,1587,1,1,1,17,2
3,3,8,37,6,20,1587,1,1,1,20,2
0,3,8,43,6,30,124,3,1,2,9,2
3,3,10,50,2,30,7300,11,1,1,15,2
3,3,8,25,3,30,1587,1,1,1,8,2
3,3,7,51,1,30,1896,9,1,1,6,2
3,3,12,33,3,20,49,2,1,1,13,2
6,3,8,46,5,20,1587,3,1,1,7,2
0,3,2,33,7,30,1956,9,1,1,5,2
3,3,2,49,5,20,124,3,1,1,18,2
0,5,8,37,7,20,1587,1,1,1,12,2
0,5,8,61,7,20,1587,1,1,1,12,2
3,3,2,37,2,30,108,4,1,1,13,2
0,3,1,25,1,20,1968,19,1,1,14,2
0,3,8,57,1,30,1587,9,1,1,0,2
1,6,8,24,7,30,1587,1,1,1,20,2
3,6,2,60,3,20,1997,8,1,1,8,2
6,3,7,38,5,30,999,5,1,1,22,2
3,3,8,40,5,20,1587,1,1,1,17,2
0,4,10,26,6,20,599,5,1,1,10,2
0,3,23,53,4,30,223,4,1,2,10,2
3,3,8,27,2,20,1587,2,1,2,8,2
3,3,8,27,2,20,1587,2,1,2,8,2
3,3,8,37,7,30,1587,11,1,1,12,2
3,6,5,19,4,20,1229,9,1,1,17,2
3,3,8,38,4,30,1587,19,1,1,20,2
6,3,8,37,6,30,1587,3,1,1,16,2
0,3,8,31,4,20,1587,1,1,2,3,2
3,3,8,29,5,30,1587,1,1,1,10,2
0,5,4,28,7,20,1956,8,1,2,3,2
0,5,8,20,7,20,1587,1,1,2,3,2
3,3,8,27,4,30,1587,1,1,1,12,2
3,3,2,40,4,30,125,3,1,1,9,2
3,3,2,40,4,30,125,3,1,1,9,2
0,4,8,53,3,30,1587,1,1,1,9,2
3,3,3,21,4,20,1598,9,1,1,14,2
9,6,8,37,2,30,1587,1,1,2,16,2
3,3,8,32,7,20,1587,1,1,1,12,2
6,3,4,35,5,20,125,4,1,1,12,2
1,3,13,51,3,30,1299,9,1,1,5,2
0,5,1,33,6,30,1685,9,1,1,16,2
0,5,1,33,6,30,1685,9,1,1,16,2
7,3,8,37,6,20,1587,1,1,1,12,2
3,3,8,30,6,20,1587,9,1,1,23,2
3,3,8,44,6,20,999,9,1,1,23,2
2,6,8,40,5,30,1587,1,1,2,22,2
7,3,7,41,5,30,12777,20,1,1,11,2
0,3,14,74,5,20,1598,9,1,1,12,2
3,3,8,25,5,30,1587,1,1,1,16,2
8,3,8,37,2,30,1587,9,1,1,8,2
3,3,5,55,3,30,6700,11,1,1,12,2
9,3,12,54,5,30,1341,9,1,2,19,2
3,3,8,52,1,30,1587,1,1,1,15,2
3,3,12,17,3,30,124,3,1,1,21,2
3,3,11,28,6,30,1198,9,1,2,17,2
0,6,11,26,7,30,125,3,1,1,15,2
3,3,8,32,7,30,1587,9,1,1,15,2
6,3,8,38,2,30,1587,1,1,1,8,2
6,3,8,29,3,40,1686,9,1,1,18,2
6,3,8,29,3,40,1686,9,1,1,18,2
3,3,9,42,2,30,1050,5,1,1,8,2
3,3,8,54,2,30,1587,1,1,1,8,2
3,3,6,54,4,30,4250,11,1,1,17,2
3,3,8,47,5,30,1587,3,1,1,13,2
3,3,8,47,5,30,1587,3,1,1,13,2
0,3,11,52,3,30,2685,9,1,1,7,2
3,3,3,79,6,30,1560,9,1,1,14,2
0,3,10,67,4,30,1339,9,1,1,9,2
3,4,4,23,1,30,1242,9,1,1,2,2
3,4,4,23,1,30,1242,9,1,1,2,2
3,3,8,16,7,30,125,3,1,1,21,2
3,3,14,20,6,30,124,3,1,1,22,2
3,4,8,29,1,30,1587,3,1,1,13,2
0,3,8,59,5,30,1587,20,1,1,7,2
8,5,8,12,6,30,1587,1,1,2,21,2
3,6,8,50,4,30,1587,9,1,1,13,2
6,6,8,45,6,30,1587,1,1,1,15,2
3,4,8,34,7,30,1587,3,1,1,20,2
6,3,8,40,7,30,1587,1,1,1,12,2
6,4,19,53,1,30,2435,9,1,1,8,2
3,3,8,24,5,30,1587,1,1,1,17,2
3,3,8,47,6,30,1587,1,1,1,10,2
3,3,8,37,1,30,1587,1,1,1,19,2
6,3,8,37,7,30,1587,9,1,1,17,2
6,3,8,37,7,30,1587,9,1,1,17,2
6,3,3,46,7,30,6700,11,1,1,17,2
3,3,2,46,7,30,125,3,1,1,10,2
0,6,8,42,2,30,1242,9,1,1,20,2
0,6,8,44,2,30,1587,1,1,1,20,2
3,3,8,18,3,30,125,3,1,1,19,2
3,3,8,29,3,30,1587,1,1,1,19,2
3,3,47,50,3,30,500,5,1,1,19,2
3,3,8,15,3,30,1587,1,1,1,16,2
0,3,5,48,7,30,4500,11,1,1,3,2
3,3,8,37,4,30,1587,3,1,2,21,2
3,3,9,30,4,30,1900,9,1,1,18,2
3,6,8,37,5,30,1587,1,1,1,8,2
6,3,8,25,5,30,108,3,1,1,16,2
0,3,16,16,6,30,49,2,1,1,19,2
3,4,2,39,6,30,1198,5,1,1,14,2
0,3,8,39,6,30,1587,1,1,1,6,2
8,6,7,24,5,30,125,3,1,1,10,2
0,3,4,20,4,30,125,3,1,1,22,2
3,6,4,35,6,30,1796,8,1,1,10,2
3,3,10,25,7,30,1598,9,1,1,19,2
6,3,3,24,6,30,883,5,1,1,9,2
6,3,8,37,3,30,1587,3,1,1,21,2
0,3,8,37,7,30,1587,3,1,2,17,2
0,6,1,27,4,30,125,3,1,1,19,2
3,3,8,19,7,30,125,3,1,2,12,2
8,3,8,35,4,30,1587,1,1,1,9,2
0,6,2,32,4,30,109,3,1,1,11,2
3,5,8,37,3,30,1587,9,1,1,19,2
3,3,8,29,3,30,1587,1,1,1,17,2
3,3,9,36,4,30,124,3,1,2,17,2
3,6,8,37,6,30,1587,3,1,1,21,2
3,6,8,37,6,30,1587,3,1,1,21,2
6,3,8,36,3,40,1587,9,1,1,9,2
6,3,8,36,3,40,1587,9,1,1,9,2
6,3,8,36,3,40,1587,9,1,1,9,2
6,3,7,34,3,30,124,3,1,4,9,2
6,3,7,34,3,30,124,3,1,4,9,2
6,3,2,32,5,40,1997,9,1,2,7,2
3,3,12,19,5,40,124,2,1,1,22,2
3,3,8,31,1,30,1587,1,1,1,12,2
3,3,8,33,5,30,1587,1,1,1,23,2
3,5,8,37,5,30,1587,9,1,1,10,2
3,4,3,37,1,30,49,2,1,1,20,2
0,6,10,22,5,30,124,3,1,2,13,2
6,3,8,35,6,30,1587,1,1,1,23,2
3,3,8,37,7,30,1587,9,1,1,2,2
6,3,8,36,6,30,1587,20,1,1,9,2
3,3,3,41,4,30,125,3,1,1,10,2
3,3,8,28,1,30,1587,1,1,1,2,2
6,3,8,47,6,30,1587,1,1,1,8,2
3,3,8,22,3,30,1587,1,1,1,17,2
3,4,2,40,5,30,1995,19,1,1,15,2
3,3,8,34,5,30,9200,20,1,1,13,2
6,3,6,33,5,30,599,5,1,1,18,2
3,3,4,43,7,30,6700,11,1,1,13,2
3,4,4,39,5,30,4500,11,1,1,15,2
3,3,6,36,2,30,1797,8,1,1,11,2
3,3,8,37,1,30,1587,1,1,1,1,2
3,3,9,23,2,30,1598,9,1,1,19,2
3,5,8,30,1,30,1587,1,1,1,23,2
0,3,8,29,6,30,1587,1,1,1,14,2
3,3,7,32,5,30,124,4,1,1,10,2
3,6,8,19,3,30,1587,1,1,1,15,2
3,3,8,30,5,30,1587,1,1,1,15,2
3,3,4,36,5,30,4760,11,1,1,15,2
3,3,4,36,5,30,4760,11,1,1,15,2
3,3,4,36,5,30,4760,11,1,1,15,2
3,3,5,41,2,30,1797,9,1,1,19,2
0,6,12,28,5,30,2494,9,1,1,18,2
6,3,10,23,4,30,1910,9,1,1,17,2
3,3,8,39,1,30,1587,1,1,1,0,2
3,3,8,23,4,30,1587,1,1,1,17,2
3,5,13,50,2,30,2362,9,1,1,16,2
3,3,8,26,4,30,1587,1,1,1,15,2
3,5,10,37,7,20,3824,9,1,1,4,2
3,5,8,57,4,30,1587,1,1,1,8,2
6,3,3,40,1,30,1598,9,1,2,18,2
3,3,4,19,6,30,125,2,1,2,13,2
3,3,8,37,4,30,1587,1,1,1,14,2
3,3,8,37,2,30,1587,1,1,1,8,2
3,3,8,31,6,30,1587,1,1,1,14,2
3,5,8,26,3,30,1587,1,1,1,7,2
3,3,9,22,7,30,1386,9,1,1,3,2
0,3,8,23,1,30,124,3,1,1,22,2
6,6,8,38,4,30,1587,1,1,1,15,2
3,5,12,33,1,20,2435,9,1,1,17,2
3,3,8,24,4,30,1587,1,1,1,13,2
0,3,5,38,3,30,6700,11,1,2,11,2
0,6,12,37,5,30,1240,9,1,1,12,2
0,3,5,54,5,30,4760,11,1,1,21,2
3,3,11,56,6,30,124,3,1,1,15,2
6,4,11,37,4,30,1998,19,1,1,7,2
3,6,8,28,6,20,1587,1,1,1,9,2
0,3,8,41,7,30,1587,1,1,1,12,2
3,4,8,27,4,30,1587,1,1,1,20,2
6,3,8,37,1,30,1587,9,1,1,14,2
0,5,6,22,6,30,998,9,1,2,7,2
0,3,8,57,3,30,680,4,1,1,6,2
6,3,8,62,7,30,1587,1,1,1,15,2
0,3,7,30,7,20,1798,9,1,2,9,2
0,3,9,49,1,30,2148,19,1,1,6,2
0,3,6,27,1,30,125,3,1,2,2,2
3,5,8,37,5,30,1587,1,1,1,8,2
3,3,8,44,5,20,125,3,1,1,15,2
6,5,6,28,5,20,998,5,1,2,16,2
6,5,6,28,5,20,998,5,1,2,16,2
6,3,11,45,5,30,1998,9,1,1,13,2
6,5,15,55,3,30,1397,9,1,2,20,2
0,3,8,37,6,30,1587,9,1,1,19,2
0,3,5,29,3,30,6700,11,1,1,19,2
0,3,12,52,2,30,8268,11,1,2,19,2
0,3,12,52,2,30,8268,11,1,2,19,2
0,3,12,52,2,30,8268,11,1,2,19,2
3,3,13,19,6,30,1388,9,1,1,19,2
3,3,12,33,2,30,2494,9,1,1,19,2
0,3,16,43,4,30,742,5,1,1,16,2
0,3,16,43,4,30,742,5,1,1,16,2
3,3,3,32,5,30,1248,19,1,1,13,2
6,4,8,18,1,30,1587,1,1,1,20,2
0,3,1,32,5,30,124,3,1,2,7,2
3,6,14,24,2,30,599,9,1,1,13,2
3,3,8,35,7,30,1587,9,1,2,13,2
6,3,4,61,2,30,1997,8,1,2,19,2
3,3,1,34,2,30,4500,11,1,2,1,2
6,3,8,25,2,30,1587,1,1,1,23,2
0,3,16,48,5,30,998,5,1,1,7,2
0,6,8,27,6,30,1587,90,1,1,9,2
3,3,2,39,2,30,125,3,1,1,11,2
3,3,8,37,4,30,1587,1,1,1,8,2
6,3,8,49,5,30,1587,9,1,1,23,2
6,3,8,22,3,40,1968,9,1,1,0,2
6,3,8,22,3,40,1968,9,1,1,0,2
6,3,8,22,3,40,1968,9,1,1,0,2
6,3,8,22,3,40,1968,9,1,1,0,2
3,3,4,32,7,30,4500,11,1,1,21,2
6,5,12,23,6,30,1984,9,1,1,4,2
3,3,1,33,5,30,847,3,1,1,6,2
3,3,8,37,5,30,1587,9,1,1,11,2
0,3,10,65,7,30,2402,8,1,2,2,2
3,3,7,51,4,30,680,5,1,2,14,2
3,3,5,31,1,30,1686,8,1,1,0,2
3,3,5,47,4,30,124,3,1,1,16,2
0,4,1,20,3,30,2287,20,1,1,15,2
0,5,8,37,6,30,1587,9,1,1,13,2
3,3,8,37,6,30,1587,9,1,1,21,2
3,3,8,37,4,30,1587,1,1,1,15,2
3,3,8,23,3,30,1587,1,1,1,17,2
0,4,8,37,1,30,1587,9,1,1,15,2
3,4,8,37,1,30,1587,9,1,1,2,2
3,3,8,28,3,30,125,3,1,1,18,2
0,3,18,53,2,40,599,5,1,1,17,2
6,4,8,50,2,30,1587,1,1,1,17,2
0,3,6,37,4,30,675,5,1,1,17,2
0,3,9,27,2,30,124,3,1,1,19,2
3,6,10,35,3,30,124,3,1,1,16,2
3,6,10,35,3,30,124,3,1,1,16,2
1,3,20,42,5,30,535,5,1,1,11,2
6,3,8,42,3,30,1587,1,1,1,9,2
3,3,8,50,2,30,1587,1,1,1,15,2
5,3,3,27,3,40,125,3,1,1,0,2
3,5,8,26,3,30,1991,9,1,1,17,2
0,3,8,37,7,30,1587,11,1,1,14,2
6,3,1,30,4,30,125,3,1,1,14,2
6,3,8,34,7,30,1587,1,1,1,15,2
2,6,8,47,1,20,1587,1,1,1,17,2
3,6,3,58,3,30,1686,9,1,1,20,2
3,3,8,30,7,30,1587,9,1,1,7,2
3,3,8,37,5,20,689,5,1,1,14,2
3,5,8,38,3,20,1587,1,1,1,7,2
1,4,8,49,1,20,1587,1,1,2,7,2
6,6,4,42,5,30,1995,9,1,1,9,2
6,6,4,42,5,30,1995,9,1,1,9,2
3,5,4,41,2,20,1560,8,1,1,9,2
0,4,9,37,4,30,2499,9,1,2,0,2
3,3,7,37,7,20,124,3,1,2,22,2
9,3,8,25,4,20,1587,1,1,1,19,2
0,3,8,37,6,30,1587,19,1,1,9,2
3,6,4,14,4,30,125,3,1,1,13,2
0,6,8,37,6,30,1587,3,1,2,22,2
0,6,10,25,6,30,1598,9,1,2,22,2
7,3,2,19,1,30,124,3,1,2,19,2
3,6,9,54,6,30,2987,9,1,1,7,2
3,6,9,54,6,30,2987,9,1,1,7,2
6,3,8,42,3,30,1587,1,1,1,6,2
0,6,8,36,3,30,1587,1,1,2,16,2
3,3,4,32,1,30,2996,9,1,1,2,2
3,3,8,37,6,30,1587,9,1,1,11,2
6,3,8,30,6,30,1587,1,1,1,9,2
3,5,3,56,7,30,4500,11,1,1,12,2
3,3,12,34,7,30,1390,9,2,1,2,2
6,3,8,42,7,30,1896,9,1,1,11,2
0,3,2,26,7,30,599,5,1,1,17,2
0,6,7,66,5,30,1998,9,1,1,16,2
3,6,7,27,7,30,1390,9,1,1,12,2
6,5,8,32,3,30,1587,1,1,1,9,2
0,3,8,60,7,30,1587,1,1,1,14,2
6,3,8,38,4,30,1587,3,1,1,8,2
6,3,8,38,4,30,1587,3,1,1,8,2
6,3,8,38,4,30,1587,3,1,1,8,2
0,6,8,33,3,30,3993,9,1,1,16,2
0,6,8,33,3,30,3993,9,1,1,16,2
2,4,1,45,5,30,1968,9,1,1,20,2
0,4,13,37,2,30,100,3,1,1,20,2
3,3,8,20,2,30,1587,9,1,1,14,2
0,3,4,52,1,50,6692,11,2,1,0,2
6,3,8,30,3,30,1587,1,1,1,19,2
3,3,3,37,1,30,1968,9,1,1,12,2
3,6,14,62,1,30,2922,9,1,1,17,2
2,5,1,34,5,30,1598,9,1,1,15,2
3,3,7,24,3,30,124,3,1,1,20,2
3,3,8,49,4,30,1587,1,1,1,8,2
3,5,8,45,7,30,1587,1,1,1,15,2
3,3,8,37,3,30,1587,9,1,1,9,2
0,6,4,46,5,30,1796,9,1,1,13,2
3,3,8,19,1,30,124,3,1,1,15,2
3,6,5,69,7,30,1997,9,1,1,19,2
2,3,14,24,4,30,1679,9,1,1,12,2
3,5,8,26,3,30,1587,1,1,1,6,2
0,3,1,35,3,30,125,3,1,2,9,2
0,3,1,35,3,30,125,3,1,2,9,2
3,3,8,26,2,30,124,3,1,1,16,2
3,3,8,30,1,30,1587,1,1,1,13,2
3,4,15,53,5,30,1948,9,1,1,21,2
3,3,8,32,6,30,1587,1,1,1,23,2
3,3,6,44,7,30,1149,9,1,1,19,2
3,3,1,19,7,30,125,2,1,1,18,2
3,3,4,49,3,30,1598,9,1,1,19,2
3,3,8,25,3,30,1587,1,1,1,19,2
0,5,10,18,3,30,1498,9,1,2,22,2
0,5,10,18,3,30,1498,9,1,2,22,2
0,5,10,18,3,30,1498,9,1,2,22,2
3,4,2,22,3,30,1968,9,1,2,7,2
0,4,2,39,7,30,6692,11,1,1,23,2
3,3,8,24,4,30,2143,19,1,1,6,2
3,3,5,52,4,30,9000,11,1,1,6,2
3,5,8,43,6,30,1587,1,1,1,8,2
0,6,5,58,3,30,2987,9,1,2,15,2
0,6,3,28,3,30,1498,9,1,2,15,2
3,5,6,26,3,30,125,3,1,2,10,2
0,3,8,21,1,40,1587,9,2,2,12,2
3,3,3,27,6,50,108,3,2,1,11,2
6,4,5,40,7,30,2143,19,1,1,12,2
3,5,14,25,1,30,1994,9,1,1,1,2
0,6,4,51,2,30,6700,11,1,1,11,2
0,3,11,35,5,30,1896,9,1,1,18,2
3,6,8,29,4,30,1587,1,1,1,14,2
3,3,8,37,3,30,1587,11,1,1,12,2
1,3,14,52,2,40,85,3,2,1,12,2
3,5,8,37,6,30,1587,9,1,1,1,2
0,3,1,45,7,70,125,3,1,1,23,2
0,3,5,41,7,50,999,9,2,1,15,2
0,3,2,89,7,50,2179,9,2,1,15,2
0,3,2,89,7,50,2179,9,2,1,15,2
3,3,8,52,1,30,1587,9,1,1,19,2
3,3,11,25,1,30,1998,9,1,1,19,2
9,3,5,53,7,40,1397,9,1,1,12,2
3,3,6,65,6,30,1386,9,1,1,10,2
3,6,2,22,4,30,1995,9,1,1,14,2
6,3,5,52,6,40,1050,5,1,1,15,2
3,3,8,37,7,30,1587,9,1,1,1,2
3,6,4,33,2,30,1329,9,1,1,15,2
6,3,10,61,2,40,1386,9,1,1,15,2
3,5,1,45,5,30,1340,5,1,1,15,2
6,5,8,37,1,30,1587,11,1,1,17,2
6,3,10,25,1,30,1794,9,1,1,18,2
0,3,7,57,3,30,1086,9,1,1,8,2
3,3,18,24,1,30,1896,9,1,1,20,2
1,3,8,40,6,30,124,3,2,1,18,2
1,3,8,40,6,30,124,3,2,1,18,2
1,3,4,40,2,30,1997,9,2,1,16,2
6,3,9,20,6,30,1598,9,1,1,19,2
6,3,9,20,6,30,1598,9,1,1,19,2
6,3,9,20,6,30,1598,9,1,1,19,2
6,3,10,30,6,30,2000,9,1,1,19,2
0,3,5,58,2,30,6700,11,1,1,11,2
0,3,3,36,2,30,4461,11,1,1,11,2
0,3,1,50,4,50,800,5,2,1,18,2
2,6,8,21,7,30,1587,2,1,2,19,2
3,3,8,38,6,40,847,4,1,2,17,2
3,3,7,49,6,40,1995,8,1,2,17,2
2,6,8,44,4,30,1587,3,1,1,12,2
3,5,8,41,2,30,1587,1,1,1,19,2
0,1,4,71,6,50,1498,9,2,1,13,2
0,5,9,72,5,30,1198,9,1,1,18,2
3,5,3,23,7,30,1995,9,1,2,15,2
3,5,3,23,7,30,1995,9,1,2,15,2
3,5,3,23,7,30,1995,9,1,2,15,2
3,5,7,55,7,30,3498,9,1,2,15,2
3,5,4,37,3,30,6700,11,1,1,8,2
8,3,8,18,2,40,1587,3,1,1,8,2
3,5,12,54,4,30,1598,9,1,1,18,2
3,3,8,37,2,30,1587,9,1,2,20,2
3,4,8,20,5,30,1587,1,1,1,16,2
6,6,18,37,3,30,1396,9,1,1,14,2
3,3,8,64,2,30,4500,11,1,2,18,2
3,3,8,25,1,30,1587,9,1,1,5,2
3,3,8,25,1,30,1587,9,1,1,5,2
3,3,8,25,1,30,1587,9,1,1,5,2
3,3,10,41,1,30,1240,9,1,1,5,2
0,1,8,45,6,70,1995,9,2,1,11,2
0,3,8,45,2,30,1587,9,1,1,11,2
0,3,9,73,2,30,1248,19,1,1,11,2
0,6,9,45,6,30,1596,9,1,1,18,2
3,5,7,39,5,30,1086,9,1,1,19,2
8,3,23,23,7,30,1275,9,1,1,20,2
0,5,4,54,4,30,6700,11,1,1,11,2
3,4,8,34,6,30,1587,1,1,1,18,2
6,3,5,27,3,30,1595,9,1,1,22,2
