junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,time_range,speed_limit,engine_capacity_(cc),junction_detail,vehicle_type,urban_or_rural_area,road_surface_conditions,accident_severity
6,3,8,39,4,8-9,30,1587,6,1,1,1,2
6,3,8,39,4,8-9,30,1587,6,1,1,1,2
0,5,8,37,1,3-4,30,1587,0,8,1,2,2
6,3,2,43,5,14-15,30,670,6,5,1,2,2
8,3,3,26,5,11-12,30,125,8,3,1,1,2
3,3,8,32,4,9-10,30,1587,3,1,2,1,2
3,3,8,38,6,15-16,30,1587,3,1,1,1,2
3,3,8,38,5,15-16,30,1587,3,9,1,1,2
0,3,8,56,6,18-19,30,125,0,3,1,1,2
0,3,4,38,4,7-8,30,124,0,3,1,2,2
7,4,8,37,6,9-10,30,1587,7,9,1,1,2
0,3,8,28,7,12-13,30,4500,0,11,1,1,2
6,3,8,31,4,17-18,30,1587,6,1,1,1,2
6,5,15,35,5,17-18,30,599,6,4,1,1,2
6,5,15,35,5,17-18,30,599,6,4,1,1,2
0,3,8,42,3,15-16,30,1587,0,1,1,1,2
0,3,8,42,3,15-16,30,1587,0,1,1,1,2
0,3,10,22,5,8-9,30,645,0,5,1,1,2
3,3,8,33,4,9-10,30,1587,3,1,1,1,2
6,6,8,34,5,18-19,30,1587,6,1,1,1,2
6,3,8,26,7,12-13,30,1587,6,1,1,1,2
0,3,8,24,7,11-12,30,1587,0,1,1,1,2
6,5,2,31,2,14-15,30,109,6,3,1,2,2
3,3,8,37,6,18-19,30,1587,3,9,1,1,2
3,5,14,54,6,12-13,30,2664,3,8,1,1,2
3,3,8,39,2,9-10,30,1587,3,1,1,1,2
3,3,16,57,5,19-20,30,1171,3,5,1,1,2
3,3,8,37,4,19-20,30,1587,3,1,1,1,2
3,3,8,47,6,7-8,30,1587,3,1,1,1,2
3,6,8,29,3,17-18,30,1587,3,1,1,1,2
7,3,4,46,2,18-19,30,124,7,3,1,1,2
7,3,4,46,2,18-19,30,124,7,3,1,1,2
3,3,8,48,2,8-9,30,1587,3,1,1,1,2
3,3,4,30,3,12-13,30,125,3,3,1,1,2
3,3,4,30,3,12-13,30,125,3,3,1,1,2
6,4,2,37,4,22-23,30,1598,6,9,1,1,2
3,3,8,31,1,22-23,30,1587,3,1,2,1,2
0,3,9,36,6,10-11,30,8300,0,11,1,1,2
3,3,9,37,3,19-20,30,998,3,4,1,1,2
3,3,8,34,2,17-18,30,998,3,5,1,1,2
3,3,5,47,4,22-23,30,2499,3,8,1,1,2
3,5,8,37,6,3-4,30,1587,3,9,1,1,2
8,6,8,34,1,12-13,30,1587,8,1,1,1,2
3,3,8,37,3,18-19,30,1587,3,1,1,1,2
0,5,8,43,3,13-14,30,1587,0,1,1,1,2
3,3,8,22,5,9-10,30,1587,3,1,1,1,2
3,4,11,17,1,14-15,30,124,3,3,1,1,2
3,3,8,59,5,8-9,30,1587,3,1,1,1,2
0,4,6,29,1,18-19,30,49,0,2,1,1,2
6,5,2,46,3,1-2,30,3800,6,9,1,1,2
6,5,15,73,3,12-13,30,2979,6,9,1,1,2
3,3,8,37,2,2-3,30,1587,3,9,1,1,2
6,6,8,45,2,10-11,30,1587,6,3,1,1,2
1,3,8,39,1,7-8,30,1587,1,1,1,1,2
0,4,8,33,2,0-1,30,1587,0,5,1,1,2
0,4,13,30,2,0-1,30,1796,0,9,1,1,2
0,4,13,30,2,0-1,30,1796,0,9,1,1,2
3,3,8,44,5,17-18,30,1587,3,1,1,1,2
3,3,8,33,5,17-18,30,1587,3,1,1,1,2
0,3,8,56,2,8-9,30,1587,0,1,1,1,2
3,4,7,25,4,15-16,30,865,3,5,1,1,2
3,4,7,25,4,15-16,30,865,3,5,1,1,2
5,3,14,67,4,15-16,30,2664,5,8,1,1,2
3,5,8,23,1,14-15,30,1587,3,1,1,1,2
6,4,4,19,6,16-17,30,125,6,3,1,1,2
3,3,8,29,3,9-10,30,1170,3,5,1,1,2
6,3,8,27,5,8-9,30,1587,6,1,1,1,2
3,3,8,42,1,18-19,30,1587,3,1,1,1,2
6,3,1,33,4,3-4,30,1968,6,9,1,1,2
0,3,8,37,5,10-11,30,1587,0,9,1,1,2
0,3,8,46,4,20-21,30,1587,0,1,1,1,2
3,6,1,50,7,6-7,30,1587,3,9,1,1,2
3,6,8,32,4,8-9,30,1587,3,1,1,1,2
3,3,8,24,6,22-23,30,1587,3,9,1,1,2
0,3,18,78,1,0-1,30,1996,0,9,1,1,2
0,4,7,45,7,16-17,30,1497,0,9,1,1,2
0,5,8,19,1,10-11,30,1587,0,1,1,1,2
3,3,1,42,6,8-9,30,1461,3,9,1,1,2
7,3,8,32,5,6-7,30,1587,7,1,1,2,2
0,5,8,37,1,20-21,30,1587,0,11,1,1,2
0,5,8,37,1,20-21,30,1587,0,11,1,1,2
3,3,10,50,2,13-14,30,955,3,5,1,2,2
0,5,8,58,4,12-13,30,1587,0,1,1,1,2
6,4,8,40,4,10-11,30,1587,6,1,1,1,2
0,3,8,29,3,12-13,30,1587,0,4,2,1,2
3,3,10,32,7,14-15,30,883,3,5,1,1,2
6,3,4,27,6,22-23,30,125,6,3,1,1,2
3,3,4,35,7,12-13,30,1996,3,19,1,1,2
0,6,8,37,7,3-4,30,1587,0,8,1,1,2
6,3,1,22,7,20-21,30,114,6,3,1,1,2
6,3,1,22,7,20-21,30,114,6,3,1,1,2
0,5,8,51,4,13-14,30,1587,0,1,1,1,2
3,3,8,37,5,11-12,30,1587,3,3,1,1,2
6,6,7,77,2,11-12,30,1968,6,9,1,1,2
3,4,3,39,6,14-15,30,125,3,3,1,1,2
6,6,8,41,5,8-9,30,1587,6,1,1,2,2
0,3,1,51,6,23-24,30,3498,0,8,1,1,2
0,3,8,42,5,21-22,30,1587,0,1,1,1,2
6,6,8,52,3,6-7,30,1587,6,1,1,2,2
6,3,2,42,1,17-18,30,2179,6,8,1,1,2
3,5,8,37,6,7-8,30,1587,3,19,1,1,2
0,6,8,42,4,9-10,30,1587,0,1,1,1,2
1,3,8,37,2,7-8,30,1587,1,1,1,1,2
0,6,8,44,5,11-12,20,1587,0,19,1,1,2
0,3,8,28,1,18-19,30,1587,0,1,1,2,2
6,4,14,57,3,22-23,30,176,6,4,1,1,2
0,6,8,71,4,11-12,30,1587,0,1,1,1,2
3,3,8,63,6,11-12,30,1587,3,1,1,1,2
6,4,4,22,5,21-22,30,125,6,3,1,2,2
0,3,8,37,3,15-16,30,1587,0,1,1,1,2
6,3,3,21,4,0-1,30,124,6,3,1,2,2
6,3,8,52,3,21-22,30,1587,6,5,1,2,2
6,5,12,33,4,17-18,30,1796,6,9,1,1,2
6,5,12,33,4,17-18,30,1796,6,9,1,1,2
0,3,8,51,7,3-4,30,2143,0,9,1,1,2
3,3,8,37,4,20-21,30,1587,3,9,1,1,2
6,6,1,33,4,9-10,30,1998,6,9,1,1,2
6,3,8,26,4,8-9,30,1587,6,1,1,1,2
3,6,8,29,6,15-16,30,1587,3,4,1,2,2
3,6,13,56,3,12-13,30,599,3,5,1,1,2
6,3,8,36,1,3-4,30,1587,6,20,1,4,2
0,3,8,35,6,6-7,40,1587,0,1,1,1,2
3,3,3,35,2,12-13,30,4461,3,20,1,1,2
3,5,1,33,4,16-17,30,124,3,3,1,1,2
0,3,3,25,7,12-13,30,125,0,3,1,1,2
3,3,8,41,1,0-1,30,1587,3,9,1,1,2
3,3,8,41,1,0-1,30,1587,3,9,1,1,2
3,3,8,41,1,0-1,30,1587,3,9,1,1,2
9,3,8,40,7,18-19,30,1587,9,3,1,1,2
3,3,14,33,6,16-17,30,1598,3,9,1,1,2
6,3,8,27,3,17-18,30,1587,6,1,1,1,2
6,3,8,37,5,17-18,30,1587,6,5,1,1,2
3,4,8,38,4,16-17,30,1587,3,5,1,1,2
7,5,8,37,4,14-15,30,1587,7,1,1,1,2
3,3,2,42,7,8-9,30,847,3,5,1,1,2
3,3,8,27,6,0-1,30,124,3,3,1,1,2
0,3,8,32,6,17-18,30,1587,0,1,1,1,2
6,3,8,38,4,16-17,30,1587,6,9,1,2,2
6,3,8,38,4,16-17,30,1587,6,9,1,2,2
6,3,8,56,4,16-17,30,2499,6,8,1,2,2
0,6,3,30,5,18-19,30,109,0,3,1,1,2
3,4,8,27,5,22-23,30,2987,3,9,1,2,2
3,4,8,27,5,22-23,30,2987,3,9,1,2,2
3,3,8,37,6,23-24,30,1587,3,1,1,2,2
6,3,5,20,5,14-15,30,125,6,3,1,1,2
3,4,8,47,6,8-9,30,1587,3,3,1,1,2
6,4,9,18,6,13-14,30,2496,6,9,1,1,2
6,4,9,18,6,13-14,30,2496,6,9,1,1,2
6,6,2,33,7,19-20,30,1242,6,9,1,1,2
3,5,13,43,5,20-21,30,2402,3,8,1,1,2
0,3,1,35,2,18-19,30,696,0,5,1,1,2
0,3,1,35,2,18-19,30,696,0,5,1,1,2
0,3,8,35,3,20-21,30,1587,0,1,1,1,2
3,3,14,34,4,17-18,30,2171,3,9,1,1,2
3,3,16,73,4,17-18,30,2664,3,8,1,1,2
9,6,10,37,3,19-20,30,2402,9,19,1,1,2
0,5,8,19,6,15-16,30,1587,0,1,1,1,2
3,3,8,37,3,10-11,30,1587,3,9,1,1,2
0,6,8,40,6,16-17,30,1587,0,1,1,1,2
0,3,8,37,6,11-12,30,1587,0,3,1,1,2
3,5,8,27,7,17-18,30,1587,3,3,1,1,2
0,5,8,37,6,18-19,30,2500,0,19,1,1,2
6,4,3,21,2,20-21,30,108,6,4,1,1,2
0,3,2,31,1,4-5,30,125,0,4,1,1,2
0,3,8,49,7,12-13,30,1587,0,1,1,1,2
0,3,8,49,7,12-13,30,1587,0,1,1,1,2
3,6,1,40,3,19-20,30,108,3,3,1,2,2
0,3,16,62,2,13-14,30,8268,0,11,1,1,2
0,3,16,62,2,13-14,30,8268,0,11,1,1,2
0,3,16,62,2,13-14,30,8268,0,11,1,1,2
0,3,16,62,2,13-14,30,8268,0,11,1,1,2
0,3,16,62,2,13-14,30,8268,0,11,1,1,2
0,3,2,56,3,13-14,30,2198,0,19,1,1,2
7,3,10,37,3,6-7,30,1598,7,9,1,1,2
6,3,8,25,7,10-11,30,1587,6,1,1,1,2
3,3,8,37,7,23-24,30,1587,3,9,1,1,2
3,3,8,59,7,1-2,30,1560,3,9,1,1,2
0,3,8,43,6,11-12,30,1587,0,1,1,1,2
6,3,8,42,6,22-23,30,1587,6,1,1,1,2
3,3,8,30,5,16-17,30,1587,3,1,1,1,2
3,3,8,26,1,4-5,30,124,3,3,1,1,2
3,5,8,50,4,11-12,30,1497,3,9,1,1,2
0,6,7,72,3,16-17,20,1995,0,8,1,1,2
6,3,8,23,7,21-22,30,125,6,3,1,1,2
3,5,8,53,6,19-20,20,1587,3,1,1,1,2
7,3,8,58,6,10-11,30,6700,7,11,1,1,2
6,5,8,37,1,1-2,30,1587,6,8,1,1,2
3,3,1,44,4,14-15,30,4461,3,11,1,1,2
6,6,14,55,5,9-10,30,2295,6,9,1,1,2
0,3,8,52,7,1-2,30,1968,0,8,1,2,2
6,3,8,33,6,12-13,30,6700,6,21,1,1,2
6,3,8,33,6,12-13,30,6700,6,21,1,1,2
6,4,4,54,6,9-10,30,4461,6,20,1,1,2
0,3,5,53,4,18-19,30,9360,0,11,1,2,2
3,3,5,61,3,7-8,20,9360,3,11,1,2,2
3,3,6,27,7,23-24,30,108,3,3,1,1,2
3,5,6,58,1,17-18,20,1388,3,9,1,2,2
3,6,8,37,6,23-24,30,1587,3,9,1,1,2
1,3,8,37,1,3-4,30,1587,1,9,1,1,2
0,3,8,57,5,17-18,30,1587,0,1,1,2,2
0,3,5,42,2,9-10,30,125,0,4,1,1,2
6,6,8,53,6,17-18,30,1587,6,1,1,1,2
3,3,9,26,7,0-1,30,1598,3,9,1,1,2
3,3,1,23,7,0-1,30,750,3,5,1,1,2
6,4,8,32,3,16-17,20,1587,6,1,1,2,2
3,3,8,35,5,10-11,30,1587,3,1,1,1,2
3,3,10,37,6,12-13,30,3900,3,11,1,2,2
6,3,5,30,5,20-21,30,599,6,3,1,1,2
6,3,5,30,5,20-21,30,599,6,3,1,1,2
3,3,8,20,2,11-12,30,1587,3,1,1,1,2
9,3,8,44,1,14-15,30,1995,9,9,1,2,2
9,3,8,46,1,14-15,30,4806,9,9,1,2,2
3,3,11,37,4,14-15,30,2148,3,9,1,1,2
0,5,8,30,4,9-10,30,1587,0,1,1,1,2
6,3,8,46,6,18-19,30,1587,6,1,1,1,2
3,3,8,25,3,18-19,30,1587,3,1,1,1,2
3,3,8,17,4,9-10,30,1587,3,2,1,1,2
6,3,8,56,4,18-19,30,1587,6,3,1,1,2
3,5,2,40,7,15-16,30,1995,3,9,1,1,2
3,5,2,40,7,15-16,30,1995,3,9,1,1,2
3,5,2,40,7,15-16,30,1995,3,9,1,1,2
3,5,2,40,7,15-16,30,1995,3,9,1,1,2
3,3,2,30,5,18-19,30,107,3,3,1,1,2
3,3,7,52,1,17-18,30,1560,3,9,1,1,2
3,3,8,20,2,14-15,30,1587,3,1,1,1,2
3,4,8,36,7,14-15,20,1587,3,1,1,1,2
0,3,6,21,4,12-13,20,1995,0,9,1,1,2
6,4,8,55,5,17-18,30,1587,6,5,1,1,2
0,6,5,18,3,13-14,30,124,0,2,1,2,2
3,3,8,55,2,18-19,30,1587,3,1,1,1,2
0,3,8,44,5,18-19,20,1587,0,5,1,1,2
0,3,8,44,5,18-19,20,1587,0,5,1,1,2
3,3,8,37,6,7-8,30,1587,3,1,1,1,2
6,3,8,49,2,11-12,30,8970,6,21,1,1,2
3,5,5,34,4,7-8,30,124,3,3,1,2,2
6,3,4,41,2,22-23,30,124,6,3,1,1,2
3,3,4,40,2,6-7,20,1560,3,9,1,1,2
6,3,2,55,1,2-3,30,4760,6,11,1,1,2
0,6,8,29,6,17-18,30,1587,0,1,1,1,2
6,3,8,37,6,16-17,30,1587,6,1,1,1,2
3,3,7,37,1,17-18,20,244,3,3,1,1,2
3,5,8,28,3,8-9,30,1587,3,1,1,1,2
0,6,8,70,3,13-14,30,1587,0,90,1,1,2
3,3,8,40,5,18-19,20,1587,3,1,1,1,2
3,3,8,27,2,19-20,20,1587,3,1,1,1,2
3,4,8,58,6,18-19,30,1587,3,1,1,1,2
0,3,8,25,5,17-18,30,1587,0,1,1,1,2
3,3,8,37,6,20-21,20,1587,3,1,1,1,2
0,3,8,43,6,9-10,30,124,0,3,1,2,2
3,3,10,50,2,15-16,30,7300,3,11,1,1,2
3,3,8,25,3,8-9,30,1587,3,1,1,1,2
3,3,7,51,1,6-7,30,1896,3,9,1,1,2
3,3,12,33,3,13-14,20,49,3,2,1,1,2
6,3,8,46,5,7-8,20,1587,6,3,1,1,2
0,3,2,33,7,5-6,30,1956,0,9,1,1,2
3,3,2,49,5,18-19,20,124,3,3,1,1,2
0,5,8,37,7,12-13,20,1587,0,1,1,1,2
0,5,8,61,7,12-13,20,1587,0,1,1,1,2
3,3,2,37,2,13-14,30,108,3,4,1,1,2
0,3,1,25,1,14-15,20,1968,0,19,1,1,2
0,3,8,57,1,0-1,30,1587,0,9,1,1,2
1,6,8,24,7,20-21,30,1587,1,1,1,1,2
3,6,2,60,3,8-9,20,1997,3,8,1,1,2
6,3,7,38,5,22-23,30,999,6,5,1,1,2
3,3,8,40,5,17-18,20,1587,3,1,1,1,2
0,4,10,26,6,10-11,20,599,0,5,1,1,2
0,3,23,53,4,10-11,30,223,0,4,1,2,2
3,3,8,27,2,8-9,20,1587,3,2,1,2,2
3,3,8,27,2,8-9,20,1587,3,2,1,2,2
3,3,8,37,7,12-13,30,1587,3,11,1,1,2
3,6,5,19,4,17-18,20,1229,3,9,1,1,2
3,3,8,38,4,20-21,30,1587,3,19,1,1,2
6,3,8,37,6,16-17,30,1587,6,3,1,1,2
0,3,8,31,4,3-4,20,1587,0,1,1,2,2
3,3,8,29,5,10-11,30,1587,3,1,1,1,2
0,5,4,28,7,3-4,20,1956,0,8,1,2,2
0,5,8,20,7,3-4,20,1587,0,1,1,2,2
3,3,8,27,4,12-13,30,1587,3,1,1,1,2
3,3,2,40,4,9-10,30,125,3,3,1,1,2
3,3,2,40,4,9-10,30,125,3,3,1,1,2
0,4,8,53,3,9-10,30,1587,0,1,1,1,2
3,3,3,21,4,14-15,20,1598,3,9,1,1,2
9,6,8,37,2,16-17,30,1587,9,1,1,2,2
3,3,8,32,7,12-13,20,1587,3,1,1,1,2
6,3,4,35,5,12-13,20,125,6,4,1,1,2
1,3,13,51,3,5-6,30,1299,1,9,1,1,2
0,5,1,33,6,16-17,30,1685,0,9,1,1,2
0,5,1,33,6,16-17,30,1685,0,9,1,1,2
7,3,8,37,6,12-13,20,1587,7,1,1,1,2
3,3,8,30,6,23-24,20,1587,3,9,1,1,2
3,3,8,44,6,23-24,20,999,3,9,1,1,2
2,6,8,40,5,22-23,30,1587,2,1,1,2,2
7,3,7,41,5,11-12,30,12777,7,20,1,1,2
0,3,14,74,5,12-13,20,1598,0,9,1,1,2
3,3,8,25,5,16-17,30,1587,3,1,1,1,2
8,3,8,37,2,8-9,30,1587,8,9,1,1,2
3,3,5,55,3,12-13,30,6700,3,11,1,1,2
9,3,12,54,5,19-20,30,1341,9,9,1,2,2
3,3,8,52,1,15-16,30,1587,3,1,1,1,2
3,3,12,17,3,21-22,30,124,3,3,1,1,2
3,3,11,28,6,17-18,30,1198,3,9,1,2,2
0,6,11,26,7,15-16,30,125,0,3,1,1,2
3,3,8,32,7,15-16,30,1587,3,9,1,1,2
6,3,8,38,2,8-9,30,1587,6,1,1,1,2
6,3,8,29,3,18-19,40,1686,6,9,1,1,2
6,3,8,29,3,18-19,40,1686,6,9,1,1,2
3,3,9,42,2,8-9,30,1050,3,5,1,1,2
3,3,8,54,2,8-9,30,1587,3,1,1,1,2
3,3,6,54,4,17-18,30,4250,3,11,1,1,2
3,3,8,47,5,13-14,30,1587,3,3,1,1,2
3,3,8,47,5,13-14,30,1587,3,3,1,1,2
0,3,11,52,3,7-8,30,2685,0,9,1,1,2
3,3,3,79,6,14-15,30,1560,3,9,1,1,2
0,3,10,67,4,9-10,30,1339,0,9,1,1,2
3,4,4,23,1,2-3,30,1242,3,9,1,1,2
3,4,4,23,1,2-3,30,1242,3,9,1,1,2
3,3,8,16,7,21-22,30,125,3,3,1,1,2
3,3,14,20,6,22-23,30,124,3,3,1,1,2
3,4,8,29,1,13-14,30,1587,3,3,1,1,2
0,3,8,59,5,7-8,30,1587,0,20,1,1,2
8,5,8,12,6,21-22,30,1587,8,1,1,2,2
3,6,8,50,4,13-14,30,1587,3,9,1,1,2
6,6,8,45,6,15-16,30,1587,6,1,1,1,2
3,4,8,34,7,20-21,30,1587,3,3,1,1,2
6,3,8,40,7,12-13,30,1587,6,1,1,1,2
6,4,19,53,1,8-9,30,2435,6,9,1,1,2
3,3,8,24,5,17-18,30,1587,3,1,1,1,2
3,3,8,47,6,10-11,30,1587,3,1,1,1,2
3,3,8,37,1,19-20,30,1587,3,1,1,1,2
6,3,8,37,7,17-18,30,1587,6,9,1,1,2
6,3,8,37,7,17-18,30,1587,6,9,1,1,2
6,3,3,46,7,17-18,30,6700,6,11,1,1,2
3,3,2,46,7,10-11,30,125,3,3,1,1,2
0,6,8,42,2,20-21,30,1242,0,9,1,1,2
0,6,8,44,2,20-21,30,1587,0,1,1,1,2
3,3,8,18,3,19-20,30,125,3,3,1,1,2
3,3,8,29,3,19-20,30,1587,3,1,1,1,2
3,3,47,50,3,19-20,30,500,3,5,1,1,2
3,3,8,15,3,16-17,30,1587,3,1,1,1,2
0,3,5,48,7,3-4,30,4500,0,11,1,1,2
3,3,8,37,4,21-22,30,1587,3,3,1,2,2
3,3,9,30,4,18-19,30,1900,3,9,1,1,2
3,6,8,37,5,8-9,30,1587,3,1,1,1,2
6,3,8,25,5,16-17,30,108,6,3,1,1,2
0,3,16,16,6,19-20,30,49,0,2,1,1,2
3,4,2,39,6,14-15,30,1198,3,5,1,1,2
0,3,8,39,6,6-7,30,1587,0,1,1,1,2
8,6,7,24,5,10-11,30,125,8,3,1,1,2
0,3,4,20,4,22-23,30,125,0,3,1,1,2
3,6,4,35,6,10-11,30,1796,3,8,1,1,2
3,3,10,25,7,19-20,30,1598,3,9,1,1,2
6,3,3,24,6,9-10,30,883,6,5,1,1,2
6,3,8,37,3,21-22,30,1587,6,3,1,1,2
0,3,8,37,7,17-18,30,1587,0,3,1,2,2
0,6,1,27,4,19-20,30,125,0,3,1,1,2
3,3,8,19,7,12-13,30,125,3,3,1,2,2
8,3,8,35,4,9-10,30,1587,8,1,1,1,2
0,6,2,32,4,11-12,30,109,0,3,1,1,2
3,5,8,37,3,19-20,30,1587,3,9,1,1,2
3,3,8,29,3,17-18,30,1587,3,1,1,1,2
3,3,9,36,4,17-18,30,124,3,3,1,2,2
3,6,8,37,6,21-22,30,1587,3,3,1,1,2
3,6,8,37,6,21-22,30,1587,3,3,1,1,2
6,3,8,36,3,9-10,40,1587,6,9,1,1,2
6,3,8,36,3,9-10,40,1587,6,9,1,1,2
6,3,8,36,3,9-10,40,1587,6,9,1,1,2
6,3,7,34,3,9-10,30,124,6,3,1,4,2
6,3,7,34,3,9-10,30,124,6,3,1,4,2
6,3,2,32,5,7-8,40,1997,6,9,1,2,2
3,3,12,19,5,22-23,40,124,3,2,1,1,2
3,3,8,31,1,12-13,30,1587,3,1,1,1,2
3,3,8,33,5,23-24,30,1587,3,1,1,1,2
3,5,8,37,5,10-11,30,1587,3,9,1,1,2
3,4,3,37,1,20-21,30,49,3,2,1,1,2
0,6,10,22,5,13-14,30,124,0,3,1,2,2
6,3,8,35,6,23-24,30,1587,6,1,1,1,2
3,3,8,37,7,2-3,30,1587,3,9,1,1,2
6,3,8,36,6,9-10,30,1587,6,20,1,1,2
3,3,3,41,4,10-11,30,125,3,3,1,1,2
3,3,8,28,1,2-3,30,1587,3,1,1,1,2
6,3,8,47,6,8-9,30,1587,6,1,1,1,2
3,3,8,22,3,17-18,30,1587,3,1,1,1,2
3,4,2,40,5,15-16,30,1995,3,19,1,1,2
3,3,8,34,5,13-14,30,9200,3,20,1,1,2
6,3,6,33,5,18-19,30,599,6,5,1,1,2
3,3,4,43,7,13-14,30,6700,3,11,1,1,2
3,4,4,39,5,15-16,30,4500,3,11,1,1,2
3,3,6,36,2,11-12,30,1797,3,8,1,1,2
3,3,8,37,1,1-2,30,1587,3,1,1,1,2
3,3,9,23,2,19-20,30,1598,3,9,1,1,2
3,5,8,30,1,23-24,30,1587,3,1,1,1,2
0,3,8,29,6,14-15,30,1587,0,1,1,1,2
3,3,7,32,5,10-11,30,124,3,4,1,1,2
3,6,8,19,3,15-16,30,1587,3,1,1,1,2
3,3,8,30,5,15-16,30,1587,3,1,1,1,2
3,3,4,36,5,15-16,30,4760,3,11,1,1,2
3,3,4,36,5,15-16,30,4760,3,11,1,1,2
3,3,4,36,5,15-16,30,4760,3,11,1,1,2
3,3,5,41,2,19-20,30,1797,3,9,1,1,2
0,6,12,28,5,18-19,30,2494,0,9,1,1,2
6,3,10,23,4,17-18,30,1910,6,9,1,1,2
3,3,8,39,1,0-1,30,1587,3,1,1,1,2
3,3,8,23,4,17-18,30,1587,3,1,1,1,2
3,5,13,50,2,16-17,30,2362,3,9,1,1,2
3,3,8,26,4,15-16,30,1587,3,1,1,1,2
3,5,10,37,7,4-5,20,3824,3,9,1,1,2
3,5,8,57,4,8-9,30,1587,3,1,1,1,2
6,3,3,40,1,18-19,30,1598,6,9,1,2,2
3,3,4,19,6,13-14,30,125,3,2,1,2,2
3,3,8,37,4,14-15,30,1587,3,1,1,1,2
3,3,8,37,2,8-9,30,1587,3,1,1,1,2
3,3,8,31,6,14-15,30,1587,3,1,1,1,2
3,5,8,26,3,7-8,30,1587,3,1,1,1,2
3,3,9,22,7,3-4,30,1386,3,9,1,1,2
0,3,8,23,1,22-23,30,124,0,3,1,1,2
6,6,8,38,4,15-16,30,1587,6,1,1,1,2
3,5,12,33,1,17-18,20,2435,3,9,1,1,2
3,3,8,24,4,13-14,30,1587,3,1,1,1,2
0,3,5,38,3,11-12,30,6700,0,11,1,2,2
0,6,12,37,5,12-13,30,1240,0,9,1,1,2
0,3,5,54,5,21-22,30,4760,0,11,1,1,2
3,3,11,56,6,15-16,30,124,3,3,1,1,2
6,4,11,37,4,7-8,30,1998,6,19,1,1,2
3,6,8,28,6,9-10,20,1587,3,1,1,1,2
0,3,8,41,7,12-13,30,1587,0,1,1,1,2
3,4,8,27,4,20-21,30,1587,3,1,1,1,2
6,3,8,37,1,14-15,30,1587,6,9,1,1,2
0,5,6,22,6,7-8,30,998,0,9,1,2,2
0,3,8,57,3,6-7,30,680,0,4,1,1,2
6,3,8,62,7,15-16,30,1587,6,1,1,1,2
0,3,7,30,7,9-10,20,1798,0,9,1,2,2
0,3,9,49,1,6-7,30,2148,0,19,1,1,2
0,3,6,27,1,2-3,30,125,0,3,1,2,2
3,5,8,37,5,8-9,30,1587,3,1,1,1,2
3,3,8,44,5,15-16,20,125,3,3,1,1,2
6,5,6,28,5,16-17,20,998,6,5,1,2,2
6,5,6,28,5,16-17,20,998,6,5,1,2,2
6,3,11,45,5,13-14,30,1998,6,9,1,1,2
6,5,15,55,3,20-21,30,1397,6,9,1,2,2
0,3,8,37,6,19-20,30,1587,0,9,1,1,2
0,3,5,29,3,19-20,30,6700,0,11,1,1,2
0,3,12,52,2,19-20,30,8268,0,11,1,2,2
0,3,12,52,2,19-20,30,8268,0,11,1,2,2
0,3,12,52,2,19-20,30,8268,0,11,1,2,2
3,3,13,19,6,19-20,30,1388,3,9,1,1,2
3,3,12,33,2,19-20,30,2494,3,9,1,1,2
0,3,16,43,4,16-17,30,742,0,5,1,1,2
0,3,16,43,4,16-17,30,742,0,5,1,1,2
3,3,3,32,5,13-14,30,1248,3,19,1,1,2
6,4,8,18,1,20-21,30,1587,6,1,1,1,2
0,3,1,32,5,7-8,30,124,0,3,1,2,2
3,6,14,24,2,13-14,30,599,3,9,1,1,2
3,3,8,35,7,13-14,30,1587,3,9,1,2,2
6,3,4,61,2,19-20,30,1997,6,8,1,2,2
3,3,1,34,2,1-2,30,4500,3,11,1,2,2
6,3,8,25,2,23-24,30,1587,6,1,1,1,2
0,3,16,48,5,7-8,30,998,0,5,1,1,2
0,6,8,27,6,9-10,30,1587,0,90,1,1,2
3,3,2,39,2,11-12,30,125,3,3,1,1,2
3,3,8,37,4,8-9,30,1587,3,1,1,1,2
6,3,8,49,5,23-24,30,1587,6,9,1,1,2
6,3,8,22,3,0-1,40,1968,6,9,1,1,2
6,3,8,22,3,0-1,40,1968,6,9,1,1,2
6,3,8,22,3,0-1,40,1968,6,9,1,1,2
6,3,8,22,3,0-1,40,1968,6,9,1,1,2
3,3,4,32,7,21-22,30,4500,3,11,1,1,2
6,5,12,23,6,4-5,30,1984,6,9,1,1,2
3,3,1,33,5,6-7,30,847,3,3,1,1,2
3,3,8,37,5,11-12,30,1587,3,9,1,1,2
0,3,10,65,7,2-3,30,2402,0,8,1,2,2
3,3,7,51,4,14-15,30,680,3,5,1,2,2
3,3,5,31,1,0-1,30,1686,3,8,1,1,2
3,3,5,47,4,16-17,30,124,3,3,1,1,2
0,4,1,20,3,15-16,30,2287,0,20,1,1,2
0,5,8,37,6,13-14,30,1587,0,9,1,1,2
3,3,8,37,6,21-22,30,1587,3,9,1,1,2
3,3,8,37,4,15-16,30,1587,3,1,1,1,2
3,3,8,23,3,17-18,30,1587,3,1,1,1,2
0,4,8,37,1,15-16,30,1587,0,9,1,1,2
3,4,8,37,1,2-3,30,1587,3,9,1,1,2
3,3,8,28,3,18-19,30,125,3,3,1,1,2
0,3,18,53,2,17-18,40,599,0,5,1,1,2
6,4,8,50,2,17-18,30,1587,6,1,1,1,2
